Comment,Sentiment,Themes,Date,Score,Sentiment
Ease of use and great rates.. Ease of use and great rates.,0.94,"'ease of use : easy to use' , 'interest rates : good interest rates'",05/04/2018,5,0.94
Silver surfer. Had to have help with passcode etc.  Really patient and very helpful.  Sorted it all out without making me feel an absolute idiot!,0.71,"'customer service : helpful staff' , 'customer service : patient'",05/04/2018,5,0.71
Just the job. Very easy to setup good returns secure bank,0.71,"'ease of use : easy to setup' , 'ease of use : easy to use'",05/04/2018,4,0.71
"Great. Great, would recommend to all",0.89,'other',05/04/2018,5,0.89
Top class company.. Top class service with this company.,0.79,'customer service : top class',05/04/2018,5,0.79
Easy banking. Great app good interest rate and stress free banking highly 'recommended,0.93,"'ease of use : easy banking' , 'interest rates : good interest rates' , 'app quality : great app'",05/04/2018,5,0.93
Excellent in all respects.. Excellent in all respects.,0.95,'other',05/04/2018,5,0.95
Fixed saver. Excellent way to save. Much better rates than High Street banks.  I have been kept informed when my savings were due to mature and options were given in advance.  I would recommend Atom.,0.85,"'atom : recommend atom' , 'atom : range of products' , 'atom : street banks' , 'savings account : fixed saver' , 'interest rates : good interest rates' , 'interest rates : better rates'",05/04/2018,5,0.85
Satisfied customer. Straightforward & easy to follow website,0.46,'website : website',05/04/2018,5,0.46
"Very polite and helpful staff. Very polite and helpful staff, phone always answered quickly by pleasent human staff member no robots competitive interest rates altogether a pleasent experience at all levels.",0.67,"'interest rates : competitive interest rates' , 'customer service : very helpful staff' , 'customer service : helpful staff'",05/04/2018,5,0.67
"easy to navigate. easy to navigate, simple to understand, great rates",0.9,"'ease of use : easy to understand' , 'ease of use : easy to use' , 'interest rates : good interest rates'",05/04/2018,5,0.9
Excellent service. Excellent service,0.95,'customer service : good service',05/04/2018,5,0.95
Hassle free savings!. Excellent customer service.,0.86,'customer service : great customer service',06/04/2018,5,0.86
"App could be better. App could be better, doesn’t always work first time, sometimes have to leave it and return later but otherwise great",0.34,'other',06/04/2018,4,0.34
Great customer-friendly bank.. Great customer-friendly bank.,0.88,"'customer service : great customer service' , 'customer service : friendly'",06/04/2018,5,0.88
"Seems easy. Easy to set up app, all instructions are quite clear, security seems fine with facial recognition and other means. Interest rate seems reasonable. Customer service seems efficient too. So far no problem with it.",0.48,"'customer service : customer service' , 'ease of use : easy to set up the app' , 'authentication : face recognition' , 'interest rates : interest rates'",06/04/2018,5,0.48
No complicated set up process at all.. No complicated set up process at all.,0.33,'other',06/04/2018,4,0.33
"Just brilliant. Just brilliant, even when I have had to ring them.",0.78,'customer service : call centre',06/04/2018,5,0.78
"A perfect place to save. A perfect place to save. Excellent rates of interest. Brilliant, simple communication.",0.93,"'ease of use : easy to use' , 'interest rates : good interest rates'",06/04/2018,5,0.93
"Easy to do business with. Easy to do business with, and competitive rates for saving.  What's not to like?",0.71,"'interest rates : competitive interest rates' , 'interest rates : savings rate'",07/04/2018,5,0.71
"An Absolute Joke. Their app is rubbish. When I am on my home's wifi it doesn't work. I need to have my wi fi disconnected and connect through mobile data ( 4G) in order t o get access. Also unless you own a Samsung galaxy phone or an iphone the app won't work.  I have no idea how these guys are allowed to be in business with just a stupid quirky app.  Stick to normal banks. This is not the future, definitely. Also my partner who is not into phones has a Samsung galaxy S3 which is not compatible with the app. If one of the partners hasn't got a compatible phone that's a deal breaker and the mortgage application cannot be completed. A total joke of a company, bank. Why not have an online portal along with the app for people who don't have compatible phones?",-0.7,"'overall experience : amateur' , 'mortgages : mortgage application' , 'device : samsung galaxy' , 'device : iphone' , 'app quality : no app' , 'app issues : app is not working'",08/04/2018,1,-0.7
"Atom Bank Money Transactions. I had a few money transactions with Atom Bank  which were good.
Wish other banks would take note and follow Atom Bank service.",0.19,'atom : great bank',09/04/2018,5,0.19
Easy. No problems with Atom very easy to do and understand,0.74,"'ease of use : easy to understand' , 'ease of use : easy to use'",10/04/2018,5,0.74
Fabulously secure easy to use app. Fabulously secure easy to use app. Courteous friendly staff.,0.88,"'ease of use : easy to use' , 'customer service : friendly' , 'use the app : use the app' , 'customer service : staff'",10/04/2018,5,0.88
"Very secure. Been with Atom over 12 months. Excellent, easy to use, secure and effective App.",0.9,"'ease of use : easy to use' , 'overall experience : very secure'",10/04/2018,5,0.9
"Upto now no problem. Upto now no problem, very good interest rate as they are now",0.58,'interest rates : good interest rates',10/04/2018,4,0.58
"Atom give good interest rates. Atom give good interest rates, they have good online chat facilities, setting up and dealing with mature accounts are straightforward. However they only give you about 2 days to sort out  your maturing account which is not long enough, you need more than 2 weeks in case you are on holiday. Also their password and voice recognition work well but the face recognition does not work on Ipads.",-0.28,"'interest rates : good interest rates' , 'app quality : great app' , 'authentication : face recognition does not work' , 'customer service : online chat' , 'authentication : voice recognition'",10/04/2018,4,-0.28
Easy to use. Easy to use. Top bank,0.7,'ease of use : easy to use',10/04/2018,5,0.7
Dealing with Atom has been pain free. Dealing with Atom has been pretty pain free. I was slow to roll over a deposit which matured and I did receive a few reminders which were appreciated. The interest rate is competitive and we have been happy to commit more funds to Atom in year 2 than we did in year 1.,0.29,"'atom : 1 year plus with atom' , 'interest rates : competitive interest rates'",10/04/2018,4,0.29
"Not quite as mobile as others. Claim to be a mobile bank but not as fully mobile as the likes of Starling.

Their whole security thing is also overly clunky.

As for the mobile app. Bit confusing again compared to mknzo and starling.

Savings rate reasonable. But if they do bring out a current account I wouldn't use it.",-0.13,"'accounts : current account' , 'use the app : mobile apps' , 'overall experience : bit confusing' , 'interest rates : savings rate'",10/04/2018,3,-0.13
The future of savings and loans. I have a couple of savings accounts with Atom. Easy to set up and use with good returns. Limited ramge of products is only downside.,0.25,"'savings account : savings account' , 'ease of use : easy to setup'",10/04/2018,5,0.25
"Excellent no fuss. Excellent no fuss, no frills....they do what they say ! Much better than any HSBC bank.",0.91,'other',10/04/2018,5,0.91
"Brilliant to deal with. Brilliant to deal with, no fuss and best rates around for savings, recommended by martin lewis money saving expert. Very refreshing from normal banks, very happy",0.99,"'overall experience : very happy' , 'interest rates : savings rate'",10/04/2018,5,0.99
Easy to use app. Easy to use app. Treat you as a human being not just a number.,0.88,"'ease of use : easy to use' , 'use the app : use the app'",10/04/2018,5,0.88
Very helpful with queries over the phone. Very helpful with queries over the phone,0.41,'customer service : helpful staff',10/04/2018,4,0.41
"Need another way to accept…. Need another way to accept re-investment, for when investors are away on holiday on maturity date. The proceeds had to go into a holding account, & was then capitalized, which is not what I wanted.
The correct amount of interest was not paid on maturity, with no explanation",-0.52,'savings account : maturity date',11/04/2018,3,-0.52
"Fabulous modern banking. Fabulous modern banking, love it!",0.95,"'atom : love the bank' , 'atom : modern banking'",11/04/2018,5,0.95
Simple & Straightforward. A new client of this bank and I was amazed at their service. Very simple platform for banking and great customer service. Can't be faulted on any level.,0.87,"'atom : great bank' , 'atom : excellent company' , 'customer service : great customer service' , 'ease of use : easy to use' , 'customer service : good service'",13/04/2018,5,0.87
Excellent rates and products. Excellent rates and products,0.96,'interest rates : good interest rates',18/04/2018,5,0.96
"So quick and easy. So quick and easy. Gone are the days where you need to walk into a high street branch to provide reams of paperwork. Here you signup to the app, fill out the details requested, and boom. You’re earning more interest than anywhere else 🎉",0.07,'register : register',18/04/2018,5,0.07
"Great service,easy to use,decent rates.. Great service,easy to use,decent rates.",0.89,"'ease of use : service easy' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'customer service : good service'",18/04/2018,5,0.89
"Very happy with Atom so far.. Absolutely no problems since joining Atom. Find app intuitive and when I've spoken to any members of the team, I've found them very helpful. No complaints from me.",0.83,"'app quality : app easy' , 'overall experience : very happy' , 'customer service : helpful staff' , 'customer service : staff'",18/04/2018,5,0.83
"Great rates. Good online app, great rates.",0.85,"'interest rates : good interest rates' , 'app quality : great app'",18/04/2018,5,0.85
only comment would like to see more…. only comment would like to see more selection on investments,0.32,'atom : range of products',18/04/2018,5,0.32
Easy to use app. Easy to use app. Have saved a lot with Atom over the past year and enjoy banking this way.,0.91,"'atom : 1 year plus with atom' , 'ease of use : easy to use' , 'use the app : use the app'",18/04/2018,5,0.91
"Good & bad. While my experience has been excellent, my partner was unable to open a savings account. This was despite numerous calls to the helpline.",-0.02,"'opening accounts : open savings account' , 'customer service : call centre' , 'overall experience : good experience'",18/04/2018,4,-0.02
Is it wrong to love a bank - not when it’s Atom ❤️. Brillant app. Brillant customer service . Brillant market leading products .,-0.41,'customer service : customer service',18/04/2018,5,-0.41
"Easy to set up. Easy to set up, easy to withdraw, very good interest rates. Pleasant experience all round",0.88,"'ease of use : easy to setup' , 'interest rates : good interest rates'",18/04/2018,5,0.88
"Great interest rates. Great interest rates. Easy to open accounts. Negotiating the app and, on occasions, trouble logging on prevent me giving a 5 star rating",0.75,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'interest rates : good interest rates'",20/04/2018,4,0.75
Banking is easy and accessible using…. Banking is easy and accessible using the Atom banking app. This is the second fixed rate account I’ve had with the bank and have had no problems at all. Highly recommended for good interest rate.,0.9,"'use the app : banking apps' , 'ease of use : easy banking' , 'ease of use : easy to use' , 'savings account : fixed term savings' , 'interest rates : good interest rates'",22/04/2018,5,0.9
"Ease, better rates, confidence. The Atom app is easy to set up and use. Gave clear instructions on how to transfer money into saver account and choice of where you want the interest to be paid into. The fixed rate saver interest rates are higher than other banks are offering. I'm happy with the service and confident that my money is safe.",0.67,"'savings account : saver account' , 'atom : range of products' , 'app design : clear instructions' , 'ease of use : easy to set up the app' , 'ease of use : easy to setup' , 'savings account : fixed term savings' , 'ease of use : happy with the service' , 'interest rates : better rates' , 'atom : money is safe' , 'customer activity : transfer money'",22/04/2018,5,0.67
Easy to set up and maintain.. Easy to set up and maintain.,0.84,'ease of use : easy to setup',24/04/2018,5,0.84
Straight forward and simple. Straight forward and simple,0.81,'other',24/04/2018,5,0.81
"Simple to operate. Simple to operate, but maybe a website option would be useful?",0.31,"'ease of use : easy to use' , 'use the app : use the app' , 'website : website'",24/04/2018,5,0.31
Did a one year fixed. Did a one year fixed. Atom was great with commicating though out that year. Ask did question at 2am on live chat and got the answers i need. Just opened a 2 year fixed now.,0.04,"'atom : great bank' , 'savings account : year fixed'",24/04/2018,5,0.04
excellent service. Had a few issues with the software initially when I joined over a year ago but having contacted Atom they resolved immediately so very please would definitely recommend,0.46,'customer service : good service',24/04/2018,5,0.46
Great customer service. Great customer service and uk call centre,0.89,"'customer service : call centre' , 'customer service : great customer service'",24/04/2018,5,0.89
Easy to use app customer service spot on. Easy to use app customer service spot on,0.91,"'customer service : customer service' , 'ease of use : easy to use' , 'use the app : use the app'",25/04/2018,5,0.91
Great Rates!. Easy and straight forward to use on your phone app and good rates.,0.9,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app' , 'device : app on my phone'",28/04/2018,5,0.9
"I used Atom bank for one year fixed…. I used Atom bank for one year fixed account. They were easy to contact much easier than the on streets banks, very helpfull with speedy replies to any issues. I needed  detailes of transaction and when I approched the other bank with the same request I was told can't do it, with Atom I received details within an hour even if this was not they standard practise.  Much more customer orientated and helpfull than big street banks. My experience: brilliant bank!",0.22,"'atom : 1 year plus with atom' , 'atom : street banks' , 'atom : excellent company' , 'savings account : year fixed' , 'customer service : handy'",28/04/2018,5,0.22
I opened my 1st annual fixed rate bond…. I opened my 1st annual fixed rate bond about 6 months ago. It was an easy and seamless transaction. Logging in on my iPad with face or voice recognition is a great idea. No need to remember passwords. I am pleased with the interest rates and have now just opened my 2nd bond.,0.74,"'use the app : mobile apps' , 'savings account : fixed rate bond' , 'authentication : face recognition' , 'authentication : face and voice' , 'ease of use : sounds great' , 'interest rates : interest rates' , 'device : ipad' , 'authentication : voice recognition'",01/05/2018,5,0.74
"The Atom App is easy to navigate and…. The Atom App is easy to navigate and you can call or live chat, where friendly staff are always on hand to help. Highly recommend",0.97,"'app quality : app easy' , 'ease of use : easy to use' , 'customer service : friendly' , 'customer service : staff'",01/05/2018,5,0.97
"Yes thoroughly recommend this company. Yes thoroughly recommend this company, found no issues whatsoever",0.42,'atom : recommend this company',01/05/2018,5,0.42
Easy to use site. Easy to use site. Facial recognition always seems to work well. Decent interest rate & no issues since I joined over a year ago 👍,0.85,"'ease of use : easy to use' , 'authentication : face recognition' , 'interest rates : good interest rates' , 'website : website'",08/05/2018,5,0.85
"Good rates. Good rates, easy to set up, easy access 24/7 my kind of bank",0.5,"'ease of use : easy to access' , 'ease of use : easy to setup' , 'interest rates : good interest rates'",08/05/2018,5,0.5
Would have given it 5* BUT......found…. Would have given it 5* BUT......found out today that they don't issue an Annual Certificate of Interest as just about every other bank/buliding society does. It's such a simple thing to set up so I have no idea why they don't do this,-0.01,'other',11/05/2018,4,-0.01
"Best Interest Rates by far. Been with Atom for over a year. Invested 45k over 2 years and very happy with the best interest rates.
Great phone app and easy to keep an eye on your money. I have no hesitation in recommending anyone to safely invest their money with excellent interest rates
I",0.96,"'atom : 1 year plus with atom' , 'app quality : app easy' , 'overall experience : very happy' , 'interest rates : good interest rates' , 'device : app on my phone'",17/05/2018,5,0.96
Great innovative bank. Great innovative bank,0.88,'atom : great innovative bank',17/05/2018,5,0.88
"Safe. Safe, easy to navigate I.T. and above average interest rates. No more to be said.",0.6,"'ease of use : easy to use' , 'interest rates : interest rates'",17/05/2018,5,0.6
Second yr with you and it’s been brill…. Second yr with you and it’s been brill easy to use app,0.96,"'ease of use : easy to use' , 'use the app : use the app'",19/05/2018,5,0.96
Happy. I find the app clear and easy to use. Rates are competitive without being ground breaking as they were when Atom was formed.,0.72,"'ease of use : clear and easy' , 'interest rates : competitive interest rates' , 'ease of use : easy to use'",22/05/2018,4,0.72
Atom had the best long term Interest…. Atom had the best long term Interest Rates at the time I had money to save. The website is user friendly and you get an email update regularly. When my investment matured I had plenty of warning about when it would and what I could do next. I have reinvested in Atom and I’m glad I have! Would recommend..,0.39,"'app quality : app easy' , 'customer service : friendly' , 'interest rates : interest rates' , 'updates : updates' , 'app design : usability' , 'website : website'",22/05/2018,5,0.39
No problems. No problems. Good rate of interest  and the app is easy to use,0.78,"'app quality : app easy' , 'ease of use : easy to use' , 'interest rates : good interest rates'",22/05/2018,5,0.78
"So easy to use. So easy to use, very nice layout, not to wordy.  Keeps you up to date with what is happening with your accounts",0.93,"'ease of use : easy to use' , 'app design : interface'",22/05/2018,5,0.93
"Easy to use app and above average…. Easy to use app and above average savings rates. Face recognition security is simple to use.  

A minor grumble regarding how quickly the app logs you off if you're not constantly doing something on it, but it's quick enough to log back on again. All it takes is the 'blink' of an eye!",0.44,"'ease of use : easy to use' , 'authentication : face recognition' , 'use the app : use the app' , 'interest rates : savings rate'",22/05/2018,5,0.44
Excellent trouble free savings scheme…. Excellent trouble free savings scheme bank. Great online support when needed.,0.86,"'app quality : great app' , 'customer service : app support'",23/05/2018,5,0.86
Been very pleased so far but lets see…. Been very pleased so far but lets see how things develop over the next few months,0.2,'other',24/05/2018,4,0.2
"I Recommend This Company. This is the second year I have been with Atom Bank. With having the Atom app you can look up any time to see how your pennies are doing.
When your maturity date is near they will contact you and keep you up to date. I had a small problem and I rang them up, they were very understanding and a pleasure to talk too.
I Highly recommend them.",0.79,"'atom : 1 year plus with atom' , 'customer service : call centre' , 'atom : recommend this company' , 'savings account : maturity date'",24/05/2018,5,0.79
Easy to use app but could interest rates be higher?. Easy to use app even for someone like myself who is far from techie. Only 4 stars because interest rates lower now than a year ago when I initially deposited money in a fixed saver.,-0.1,"'savings account : deposit money' , 'ease of use : easy to use' , 'savings account : fixed saver' , 'interest rates : interest rates' , 'use the app : use the app'",28/05/2018,4,-0.1
Love the face to log in. Love the face to log in,0.93,'authentication : face recognition',30/05/2018,5,0.93
"First rate online bank. My account was easy to set up, security is good (like the options for logging into the app / account) and competitive interest rates. Also appreciate the telephone help line... UK based and English as the first language (thank you)",0.55,"'ease of use : easy to set up an account' , 'accounts : account online' , 'use the app : banking apps' , 'atom : range of products' , 'customer service : call centre' , 'interest rates : competitive interest rates' , 'use the app : good security'",30/05/2018,5,0.55
"Wife could not open an account. Wife could not open an account, apparently no credit history. x years at current address?",-0.36,'opening accounts : not open an account',30/05/2018,1,-0.36
& good rates too !. & good rates too !,0.61,'interest rates : good interest rates',06/06/2018,5,0.61
"Having been a member of Atom Bank for…for those researching Banks. Having been a member of Atom Bank for just over a year I’ve had a good experience with them, their site is really up to date and easy to manoeuvre, your contacted only when it’s something you need to know and the telephone contact I’ve made with them is an easy procedure with straightforward people contact without the need to select one for this or two for that and so on, so it was an easy choice to stay with them, I wish them good luck in the future and would recommend the bank to anyone looking to start banking or simply to move from one bank to another. David Ayshford",0.12,"'atom : 1 year plus with atom' , 'atom : range of products' , 'customer service : call centre' , 'overall experience : good experience' , 'website : website'",06/06/2018,5,0.12
"Very pleased with Atom bank. Good interests rates, great app, easy to use. Highly recommended.",0.93,"'app quality : app easy' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app'",06/06/2018,5,0.93
"Good Bank. Easy to use app, but just wish the voice recognition work better.",0.07,"'atom : great bank' , 'ease of use : easy to use' , 'use the app : use the app' , 'authentication : voice recognition' , 'authentication : biometric not working'",06/06/2018,4,0.07
"Top marks in all areas!. Really funky website - helpful and uk based customer services, and currently one of the best interest rates.",0.82,"'customer service : customer service' , 'interest rates : interest rates' , 'website : website'",06/06/2018,5,0.82
A Great Innovative Bank. Always easy to access ; friendly and helpful online staff ; excellent products and rates.,0.75,"'ease of use : easy to access' , 'atom : great innovative bank' , 'customer service : friendly' , 'customer service : helpful staff'",06/06/2018,5,0.75
"I find this bank easy to use. I find this bank easy to use
Helpful if things go wrong 
And have good interest rates
This is now my first choice for saving and 
I recommend to everyone.",0.76,"'atom : range of products' , 'ease of use : easy banking' , 'ease of use : easy to use' , 'interest rates : good interest rates'",06/06/2018,5,0.76
Everything I want Atom has. Everything I want Atom has. Easy to use to open accounts! Thank you,0.9,"'opening accounts : open an account' , 'ease of use : easy to use'",06/06/2018,5,0.9
"All good. All good, dead easy to use, was worried about it being app only, but really I have no down side.",0.39,'ease of use : easy to use',06/06/2018,5,0.39
"Easy to use. Easy to use, relevant information on hand ,so far have had no problems",0.55,'ease of use : easy to use',06/06/2018,5,0.55
Excellent interest rates. Excellent interest rates. Ease of use on the app.,0.95,"'app quality : app easy' , 'interest rates : good interest rates' , 'use the app : use the app'",08/06/2018,5,0.95
"Avoid!. Tried to open a savings account via the phone app, app just hung then timed out. 

Was advised  to go through the whole application process again rather that taking the option to proceed with my existing application - what a waste of time!

Avoid, I have been left with a very poor impression of this 'challenger' bank - it's when things go wrong for you as a customer that you see the quality of the service to expect.",-0.65,"'opening accounts : open savings account' , 'app design : application process' , 'overall experience : very poor' , 'device : app on my phone' , 'use the app : time out' , 'atom : waste of time'",08/06/2018,1,-0.65
"Just opened a 1 year fixed interest…. Just opened a 1 year fixed interest rate savings account.  Like most people a bit wary, but the App was so simple to use, account opened and great interest rate.",0.28,"'opening accounts : open an account' , 'savings account : savings account' , 'app quality : app easy' , 'ease of use : easy to use' , 'savings account : fixed interest rate' , 'savings account : year fixed' , 'interest rates : good interest rates' , 'interest rates : savings rate'",14/06/2018,5,0.28
"I just opened an account. I just opened an account, very good interface and tranfered the money from my current account straight away. Let the savigs commence!",0.55,"'accounts : current account' , 'opening accounts : open an account' , 'app design : interface'",16/06/2018,5,0.55
"So far so good - great customer service.. I opened an account and transferred an initial deposit within 20 minutes or so. Lovely app, easy to use. Other than a bit of a problem with setting up facial recognition, then a hiccup using voice recognition, I had no problems. I transferred money from a poorly paying savings account but it didn't arrive in my account as soon as I expected. I used the live chat facility, which connected straight away, and my mind was put at rest by a lovely lady. Sure enough, I received a text a couple of hours later confirming my deposit had arrived. Very impressed!",0.72,"'opening accounts : open an account' , 'savings account : savings account' , 'customer service : great customer service' , 'app quality : app easy' , 'ease of use : easy to use' , 'overall experience : very happy' , 'authentication : face recognition' , 'accounts : transfer funds' , 'use the app : love the app' , 'customer activity : transfer money' , 'authentication : voice recognition'",16/06/2018,5,0.72
"Rates good, but be careful of timing!. The rates with Atom are good, if timed right. They seem to have a very chaotic approach to interest rates, and gambling on the right time to invest any money is an issue. 

Being an existing customer, you would think that Atom may communicate these new rates in advance to customers both existing and prospective, or at very least that they would email you when new improved rates were in place, but no. So like me, if you scan the ‘Hot Deals’ app daily, some kind soul may let you know about these rates, leaving you cursing that you just invested a sizeable sum just a few days previously (for a year) like me. 

After contacting customer services about this, they seem as in the dark as everyone else, only finding out about new rates at the same time as customers?!

I find it odd that you wouldn’t publish rate rises to your loyal customers, especially good improved rates, as you may wish to invest, but as Atom only do fixed term accounts, your time of investing is vital. 

I will certainly carefully consider carefully my decision to (re)invest with Atom. 

Communication about important issues such interest rates is severely lacking, but emails about other less important matters do occasionally land in my inbox. 

The app is frustrating at times, the facial ID login is near useless for me, I managed to get it to a pin code finally after a lot of issues, and this is much easier. I still can’t fathom why Touch ID (for iPhone users) isn’t used, as this is used for 99% of my other accounts (including the very security conscious first direct), and seems to be the industry norm. The app itself is in my view needlessly ‘gamey’ with floating bubbles etc. My main reason for investing is interest rates and returns on my money, not because my money is floating in bubbles, or you can choose colours etc. I appreciate they need a USP, but this is now looking a bit tired. 

So overall, I would say great for rates (if you’re lucky and time investing right). But for customer communication I would say they’re not great. The app is functional but a bit tired.",0.09,"'app design : aesthetics' , 'atom : great bank' , 'customer service : great customer service' , 'authentication : face recognition' , 'savings account : fixed term savings' , 'interest rates : good interest rates' , 'overall experience : very secure' , 'authentication : touch id' , 'register : identity' , 'interest rates : better rates' , 'device : iphone'",16/06/2018,3,0.09
It was so easy to open an Atom account. It was so easy to open an Atom account. Simple and straightforward. I like the fact you can choose what date your interest is paid. Hopefully they will start to offer easy access accounts soon.,0.83,"'customer activity : access my account' , 'ease of use : easy to access' , 'ease of use : easy to open' , 'interest rates : interest paid'",18/06/2018,5,0.83
Very easy to set up a 1 year fixed…. Very easy to set up a 1 year fixed bond. All done via the mobile app and very quickly up and running.,0.89,"'use the app : mobile apps' , 'savings account : fixed rate bond' , 'ease of use : easy to setup' , 'ease of use : easy to use' , 'savings account : year fixed'",18/06/2018,5,0.89
Great rates and simple but effective…. Great rates and simple but effective and secure app platform.,0.35,"'interest rates : good interest rates' , 'use the app : good security'",18/06/2018,5,0.35
Effective communication. Very impressed with communication when making initial deposits as after each bank transfer I received a text to inform me that the deposit had arrived safely which was reassuring when the amounts were significant to me.,0.41,'overall experience : very happy',18/06/2018,5,0.41
Just opened a bond account. Just opened a bond account. Easy to do so. No other real contact to pass opinion on other services.,0.31,'other',18/06/2018,5,0.31
"Interest rise within days of opening an account!!. I just opened an account with them, and a few days later the interest rate rose! I was really cross about this. Why didn’t they warn me so I could have waited a few days??? Not a happy bunny!!",-0.02,"'opening accounts : open an account' , 'interest rates : interest rates' , 'overall experience : waiting'",18/06/2018,3,-0.02
I love Atom it is so easy to use and…. I love Atom it is so easy to use and transfers same day cleared funds superb,0.99,"'ease of use : atom is easy' , 'ease of use : easy to use'",18/06/2018,5,0.99
"Been with them over a year now,no…. Been with them over a year now,no problems at all,but it's only a saving account",-0.04,'savings account : savings account',18/06/2018,5,-0.04
Very easy to open an account and manage…. Very easy to open an account and manage it online.,0.56,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'ease of use : easy to use'",18/06/2018,5,0.56
Initially I had some reservations. Initially I had some reservations about investing with an app based bank but now I would not hesitate in recommending Atom. Process has been very straightforward and using the app is simple.,0.19,"'atom : recommend atom' , 'app quality : app easy' , 'ease of use : easy to use' , 'use the app : use the app'",18/06/2018,5,0.19
Very easy to set up. Very easy to set up! Great app.,0.97,"'ease of use : easy to setup' , 'ease of use : easy to use' , 'app quality : great app'",18/06/2018,5,0.97
"Website a little slow to access at…. Website a little slow to access at times, though other than that no problem at all.",0.25,'website : website',18/06/2018,4,0.25
Simple app easy to set up and use. Simple app easy to set up and use,0.95,"'ease of use : easy to set up the app' , 'ease of use : easy to setup' , 'ease of use : easy to use'",18/06/2018,5,0.95
Easy!. Very simple to set up and the products are clear to understand.,0.59,"'ease of use : easy to setup' , 'ease of use : easy to use'",18/06/2018,5,0.59
Good interst rates and easy to use.. Good interst rates and easy to use if you are comfortable with accessing your account via your phone only.,0.51,"'customer activity : access my account' , 'ease of use : easy to use' , 'interest rates : good interest rates'",18/06/2018,5,0.51
"It was so easy to open the account. It was so easy to open the account, the interest  rate is good and I like the simple modern approach the app has. It all worked quickly and no problems.",0.91,"'opening accounts : easy to open an account' , 'opening accounts : open an account' , 'ease of use : easy to use' , 'interest rates : good interest rates'",18/06/2018,5,0.91
"At last a Bank for savers. Been with Atom Bank for just over a year now ... and couldn't be happier I feel the app is secure and I love how they tell you what interest you can earn before you deposit your money.
as it's an app base bank they don't have any branches so they can give you a better interest rate ..... please be aware the money is locked away for the full term so if you need money right away Atom Bank may not be for you...
One last thing great to know your money is protected as well 

Well done Atom Bank",0.61,"'atom : 1 year plus with atom' , 'savings account : deposit money' , 'use the app : good security' , 'interest rates : better interest rate' , 'app quality : no app'",18/06/2018,5,0.61
Early days but so far so good. Early days but so far so good,0.48,'other',19/06/2018,5,0.48
"Brilliant and so easy to Bank with.. Brilliant and so easy to Bank with.
Have had the pleasure of banking with Atom for one year now.
Good interest Rates.
App Feel very secure.
Would highly recommend.",0.97,"'atom : 1 year plus with atom' , 'ease of use : easy banking' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'overall experience : very secure'",19/06/2018,5,0.97
"It's the future!. Honestly, I am so impressed so far. I was attracted by the high interest rate and although I love tech I was initially a bit wary of an App based bank (what if I lose my phone?, is my money safe?, what if there's a problem?) but decided to take the plunge. Wow. Setting up the account was simple and did not take long at all. There are three methods / options of security authentication which I really like. The interface itself is simple, modern and very intuitive. At a glance you can see the account balance, estimated interested and the maturity date. Perfect. When the app gives you an important message - for example a security message - it's accompanied by a photo of the relevant personnel and gives the whole thing a very personal ""feel"" to it. Nice touch. Overall a very ""positive"" Atom experience.",0.6,"'ease of use : easy to set up an account' , 'atom : range of products' , 'savings account : maturity date' , 'ease of use : easy to use' , 'authentication : face recognition' , 'interest rates : interest rates' , 'app design : interface'",19/06/2018,5,0.6
New account setup simplicity. Creating a new account was relatively simple once you master the face recognition system and it accepts an image.  Transferring funds into the account was completed without any hitches,0.05,"'customer activity : funds to the account' , 'ease of use : easy to setup' , 'authentication : face recognition' , 'accounts : transfer funds'",19/06/2018,4,0.05
Building my trust in Atom Bank slowly.. Building my trust in Atom Bank slowly.,0.46,'other',19/06/2018,4,0.46
East to open account. East to open account. I’ve done 2 now thanks to their competitive interest rates. Limited choice of accounts available though.,-0.11,"'opening accounts : open an account' , 'atom : range of products' , 'interest rates : competitive interest rates'",19/06/2018,4,-0.11
So easy to use and deal with. So easy to use and deal with,0.82,'ease of use : easy to use',20/06/2018,5,0.82
Very easy and straightforward to manage…. Very easy and straightforward to manage in the app. Wouldn't hesitate to recommend atom I'm into my 2nd year now. Brilliant customer service. Only thing I had trouble with was the face recognition but I think I've cracked it now. Keep up the good work,0.78,"'atom : 1 year plus with atom' , 'atom : recommend atom' , 'customer service : customer service' , 'ease of use : straightforward process' , 'ease of use : easy to use' , 'authentication : face recognition'",20/06/2018,5,0.78
"Very helpful staff. Very helpful staff, good rates and easy to use App",0.71,"'ease of use : easy to use' , 'interest rates : good interest rates' , 'customer service : very helpful staff' , 'use the app : use the app'",20/06/2018,5,0.71
"Easy app to use. Easy app to use, good customer service when I rang their call centre. Competitive interest rates.",0.87,"'customer service : call centre' , 'interest rates : competitive interest rates' , 'customer service : great customer service' , 'app quality : app easy' , 'ease of use : easy to use' , 'use the app : use the app'",20/06/2018,5,0.87
