Comment,Sentiment,Themes,Date,Store,LEGACY - App Version,Score,Response contains,LEGACY - Device,LEGACY - Andriod OS Version,LEGACY - Topics,LEGACY - Custom Topics,Sentiment
"Biometrics is appalling. Taking way to long to offer a current account like you promised. Not interested anymore, I don't want to support you and I want my money back from my fixed savings account. Keep the interest just give back my money. Starling Bank is way better and offers everything you promised.",0.81,"'account admin : current account' , 'account admin : saver account' , 'banking services : starling bank'",26/11/2017,Google Play,1.9,1,"Biometrics is appalling. Taking way to long to offer a current account like you promised. Not interested anymore, I don't want to support you and I want my money back from my fixed savings account. Keep the interest just give back my money. Starling Bank is way better and offers everything you promised.",OnePlus5,26,"Payment, Security & Accounts","Biometrics, Biometrics Copy, Withdraw",0.81
"This is a great app and an innovative and easy way to save. I jumped on board at the right time for a market leading rate on a fixed saver. I am hoping that this bank now diversifies the accounts on offer, specifically hoping a fixed ISA product might now be launched.",0.27,"'interest rates : fixed rate' , 'app quality : great app'",18/04/2017,Google Play,1.6.1,5,"This is a great app and an innovative and easy way to save. I jumped on board at the right time for a market leading rate on a fixed saver. I am hoping that this bank now diversifies the accounts on offer, specifically hoping a fixed ISA product might now be launched.",,0,,,0.27
"Went through process of registering and setting up face Id etc, then when 
tried to apply for savings account was rejected because of a thin credit 
history. So don't bother with this app if you haven't had numerous loans, 
or have paid off your mortgage, or pay off your credit card(s) every month! 
Ridiculous!",-0.52,"'account admin : saver account' , 'app functionality : app set up' , 'authentication : face recognition' , 'banking services : credit card'",19/06/2018,Google Play,2.2.3,1,"Went through process of registering and setting up face Id etc, then when 
tried to apply for savings account was rejected because of a thin credit 
history. So don't bother with this app if you haven't had numerous loans, 
or have paid off your mortgage, or pay off your credit card(s) every month! 
Ridiculous!",,0,,,-0.52
"Unable to register. My selfie picture is rotated through 90 degrees and stretched. Then I got stuck on a ""That shouldn't have happened"" screen which I could not escape from. Shame, as I quite fancied the savings account. No chat option available, sadly.  I eventually got the app to accept my distorted selfie, then the voice recorder repeatedly insisted that I rerecord the displayed phrase over and over. It just wouldn't accept my voice.  I give up.",-0.4,"'authentication : problems logging in' , 'account admin : saver account' , 'authentication : face recognition' , 'customer support : chat facility'",20/03/2017,Google Play,1.5.2,1,"Unable to register. My selfie picture is rotated through 90 degrees and stretched. Then I got stuck on a ""That shouldn't have happened"" screen which I could not escape from. Shame, as I quite fancied the savings account. No chat option available, sadly.  I eventually got the app to accept my distorted selfie, then the voice recorder repeatedly insisted that I rerecord the displayed phrase over and over. It just wouldn't accept my voice.  I give up.",,0,,,-0.4
"Does exactly what they said it would. I can tie up money for set periods, have the interest paid to my current account for a source of income or accrue in the fixed saver.   It's also the highest retail rate I have seen so gives stability to savers.   I don't understand the negative reviews, I suspect some people are upset it doesn't do what they want, rather than suggesting the app promised something it didn't deliver.  I would say from a design note, it can be slow to boot or move between pages. It's heavy on security, which is fantastic but I think this slows the processing.",0.08,"'account admin : current account' , 'banking services : good for security' , 'interest rates : interest paid' , 'app quality : negative reviews' , 'app functionality : slow'",25/02/2018,Google Play,2,4,"Does exactly what they said it would. I can tie up money for set periods, have the interest paid to my current account for a source of income or accrue in the fixed saver.   It's also the highest retail rate I have seen so gives stability to savers.   I don't understand the negative reviews, I suspect some people are upset it doesn't do what they want, rather than suggesting the app promised something it didn't deliver.  I would say from a design note, it can be slow to boot or move between pages. It's heavy on security, which is fantastic but I think this slows the processing.",,0,,,0.08
"Edit: after the last review 10 months back, app stopped working. Despite sending feedbacks, 10 months later its still exactly how it was. I'm done now. If i could rate you negatively, I woukd for your horrendous response time on actual issues. Fortunately Monzo has saved my day months back so i don't really care anymore what you do it don't.  After reading so many negative reviews I find it sad that all these people have one thing in common: Resistance to change. The very thing that makes Atom Bank a breath of fresh air.  Yes is not a material app. Yes it's flashy but that by no means implies it hasn't been well thought out. You have to be willing to explore the app to give it a fair review. Comparing it to Lloyds app which is a mere thin wrapper around a web page from a bank that won't accept symbols in password just shows your ignorance.",-0.24,"'banking services : banking apps' , 'app functionality : app crashes' , 'app quality : negative reviews' , 'app functionality : stopped working'",01/07/2017,Google Play,1.2.3,1,"Edit: after the last review 10 months back, app stopped working. Despite sending feedbacks, 10 months later its still exactly how it was. I'm done now. If i could rate you negatively, I woukd for your horrendous response time on actual issues. Fortunately Monzo has saved my day months back so i don't really care anymore what you do it don't.  After reading so many negative reviews I find it sad that all these people have one thing in common: Resistance to change. The very thing that makes Atom Bank a breath of fresh air.  Yes is not a material app. Yes it's flashy but that by no means implies it hasn't been well thought out. You have to be willing to explore the app to give it a fair review. Comparing it to Lloyds app which is a mere thin wrapper around a web page from a bank that won't accept symbols in password just shows your ignorance.",,0,,,-0.24
"Very average. Think a case of design over function. Not  great user experience. Slow, stuttering. Could be good though",-0.43,'app functionality : slow',13/03/2017,Google Play,1.5.2,2,"Very average. Think a case of design over function. Not  great user experience. Slow, stuttering. Could be good though",,0,,,-0.43
"I set up this app and my face was accepted, but when I tried to login with my face it would not give me access. This means I can't add another device. There does not seem to be a way of re-recording my face. I am glad I didn't get as far as depositing any money as if have a problem with my phone I'll be stuck.",-0.32,"'banking services : deposit money' , 'access the app : add a new device' , 'app functionality : app set up' , 'authentication : face recognition' , 'app functionality : problem with my phone' , 'authentication : logging in'",29/11/2017,Google Play,1.9,1,"I set up this app and my face was accepted, but when I tried to login with my face it would not give me access. This means I can't add another device. There does not seem to be a way of re-recording my face. I am glad I didn't get as far as depositing any money as if have a problem with my phone I'll be stuck.",,1,,,-0.32
why do I need to lose a load of my apps to download the latest version of Atom?? I have revised which apps I deleted in order to update Atom and found that I have been able to install again .,-0.44,'updates and versions : latest version',15/08/2019,Google Play,2.6.3,3,why do I need to lose a load of my apps to download the latest version of Atom?? I have revised which apps I deleted in order to update Atom and found that I have been able to install again .,,0,,,-0.44
"Banking is no longer DULL! And nice interest rate guys. Few bugs but nothing major, keep up the brilliant work!",0.17,'interest rates : interest rates',12/09/2016,Google Play,1.2.2,5,"Banking is no longer DULL! And nice interest rate guys. Few bugs but nothing major, keep up the brilliant work!",,1,,,0.17
Super quick and easy,0.8,"'app functionality : easy to use' , 'works well : quick'",23/06/2018,Google Play,2.2.4,4,Super quick and easy,,0,,,0.8
Poor app. Slow and unresponsive.  Months waiting for a fix. You're a App only bank....look at all these 1 stars.  Shocking response. Get your act together and listen to your heavily investing customers.,-0.37,"'banking services : banking apps' , 'app quality : poor app' , 'app functionality : slow'",08/02/2018,Google Play,1.9,1,Poor app. Slow and unresponsive.  Months waiting for a fix. You're a App only bank....look at all these 1 stars.  Shocking response. Get your act together and listen to your heavily investing customers.,,1,,,-0.37
"Tried to register but when it said I took longer than ten minutes to 
register it tried to make me re-register from the beginning. So 
frustrating. Decided not to bother to re-register & to uninstall app",-0.53,'install : uninstalled the app',10/07/2018,Google Play,,1,"Tried to register but when it said I took longer than ten minutes to 
register it tried to make me re-register from the beginning. So 
frustrating. Decided not to bother to re-register & to uninstall app",,0,,,-0.53
"Couldn't even sign up in the first place as it wouldn't accept my voice. I started again and it wouldn't even accept my name, phone number and email details (""There seems to be a problem...."") that time. Uninstalling and reinstalling the app made no difference. 0 stars would be about right.",-0.31,'install : reinstall the app',24/02/2017,Google Play,1.5,1,"Couldn't even sign up in the first place as it wouldn't accept my voice. I started again and it wouldn't even accept my name, phone number and email details (""There seems to be a problem...."") that time. Uninstalling and reinstalling the app made no difference. 0 stars would be about right.",,2,,,-0.31
"Applied for a fixed rate saver. Opened an account easily. The app works great either passcode, face id or voice.  Best part is text confirmation when they receive your money. So no worrying all day if something went wrong.",0.24,"'account admin : opening an account' , 'authentication : face recognition' , 'interest rates : fixed rate' , 'works well : works great'",19/08/2019,Google Play,2.6.3,5,"Applied for a fixed rate saver. Opened an account easily. The app works great either passcode, face id or voice.  Best part is text confirmation when they receive your money. So no worrying all day if something went wrong.",,0,,,0.24
"The app is just daft.  Really not sure what it is trying to do.  I have waited ages for this bank,  only to find items greyed out with no explanation. Why would I want to just have a  savings account,  as a bank you would want a current account. I had high hopes,  but huge delays and now this odd app only giving you a savings account? I met Mark Mullen a couple of years ago in Malta, if he reads this review, he will remember my wife at HSBC with her Rolex Oyster! I really hope they pull their socks up.",-0.29,"'account admin : current account' , 'account admin : saver account'",16/09/2016,Google Play,1.2.2,1,"The app is just daft.  Really not sure what it is trying to do.  I have waited ages for this bank,  only to find items greyed out with no explanation. Why would I want to just have a  savings account,  as a bank you would want a current account. I had high hopes,  but huge delays and now this odd app only giving you a savings account? I met Mark Mullen a couple of years ago in Malta, if he reads this review, he will remember my wife at HSBC with her Rolex Oyster! I really hope they pull their socks up.",,1,,,-0.29
"Wholly impressed, not sure what's not to love. Very modern, good looking app that seems to do what it's meant to do. No issues with it whatsoever. Highly recommended for intelligent people.",0.51,"'app quality : great app' , 'app design : looks good'",30/06/2017,Google Play,1.7.2,5,"Wholly impressed, not sure what's not to love. Very modern, good looking app that seems to do what it's meant to do. No issues with it whatsoever. Highly recommended for intelligent people.",,0,,,0.51
"I'm reviewing more the service than the app because this bank deserves a better score in my opinion! No issue at all to register and open a fixed rate account. Just perfect! The app is a bit too much and looks like art making the usability more difficult, I think they should redesign it and stick to something more traditional that fits with Android design, without all these animations that make budget phones struggle with! Also, the app will be better with fingerprint support.",0.04,"'interest rates : fixed rate' , 'authentication : touch id'",04/10/2019,Google Play,2.6.3,5,"I'm reviewing more the service than the app because this bank deserves a better score in my opinion! No issue at all to register and open a fixed rate account. Just perfect! The app is a bit too much and looks like art making the usability more difficult, I think they should redesign it and stick to something more traditional that fits with Android design, without all these animations that make budget phones struggle with! Also, the app will be better with fingerprint support.",,0,,,0.04
As a previous user of the iphone app I  am glad to see an android version. Easy to set up. Just a quick call to the helpful telephone team and I was able to access my account again.,0.39,"'app functionality : app set up' , 'customer support : called helpline' , 'app functionality : easy to set up' , 'works well : quick' , 'customer support : help' , 'app issues : problems accessing account'",10/09/2016,Google Play,1.2.2,5,As a previous user of the iphone app I  am glad to see an android version. Easy to set up. Just a quick call to the helpful telephone team and I was able to access my account again.,,0,,,0.39
When scanning my face I am just presented with a white screen shaded with the profile of a face cut out and not displaying my front camera. This is on an LeEco Le Max 2. Running Android 6.0.1,-0.23,'other',29/12/2016,Google Play,1.3.4,3,When scanning my face I am just presented with a white screen shaded with the profile of a face cut out and not displaying my front camera. This is on an LeEco Le Max 2. Running Android 6.0.1,,0,,,-0.23
Very secure and quick to give help,0.6,"'works well : quick' , 'customer support : help' , 'app functionality : secure'",19/08/2017,Google Play,1.8,5,Very secure and quick to give help,,0,,,0.6
"Quick and easy experience, faultless app. Security features work perfectly too.",0.76,"'app functionality : easy to use' , 'app quality : excellent app' , 'app quality : app experience' , 'works well : quick' , 'works well : worked perfectly'",02/09/2017,Google Play,1.8,5,"Quick and easy experience, faultless app. Security features work perfectly too.",,0,,,0.76
"What a shame. Too much effort has been spent on making the app flashy, with slow animations and an unintuitive UI. Whats the point of providing same experience to iOS and Android users, if it is unintuitive? Too much style, very little substance.",-0.35,"'app functionality : ui' , 'app functionality : slow'",21/11/2016,Google Play,1.3,2,"What a shame. Too much effort has been spent on making the app flashy, with slow animations and an unintuitive UI. Whats the point of providing same experience to iOS and Android users, if it is unintuitive? Too much style, very little substance.",,9,,,-0.35
Was looking forward to Atom Bank. What a waste of time that was. App is awful.,-0.42,"'app quality : terrible app' , 'app quality : waste of time'",15/09/2016,Google Play,1.2.2,1,Was looking forward to Atom Bank. What a waste of time that was. App is awful.,,0,,,-0.42
Just downloaded the app and Jim in Compliance tells me it's not the last issue... No option to download the latest issue.... Help pls,-0.06,"'install : downloaded the app' , 'customer support : help'",21/06/2017,Google Play,1.7.2,2,Just downloaded the app and Jim in Compliance tells me it's not the last issue... No option to download the latest issue.... Help pls,,1,,,-0.06
The actual banking product is utterly vanilla. Facial recognition is kind of cool but not really more convenient than trapping in a pin,-0.26,"'authentication : face recognition' , 'authentication : pin'",06/10/2016,Google Play,1.2.4,2,The actual banking product is utterly vanilla. Facial recognition is kind of cool but not really more convenient than trapping in a pin,,2,,,-0.26
excellent app,0.6,'app quality : excellent app',24/08/2019,Google Play,2.6.3,5,excellent app,,0,,,0.6
"Now I've used it with a real account it is excellent, used all ways of logging in and they have worked first time, excellent system.",0.56,'authentication : logging in',12/09/2016,Google Play,1.2.2,5,"Now I've used it with a real account it is excellent, used all ways of logging in and they have worked first time, excellent system.",,1,,,0.56
Missed out on the 2% interest rate the other week because it keeps saying my details aren't right regards to where I live!,-0.6,'interest rates : interest rates',21/03/2017,Google Play,1.5.2,1,Missed out on the 2% interest rate the other week because it keeps saying my details aren't right regards to where I live!,,0,,,-0.6
"Edit-- didn't know about the slide up to reveal the navigation buttons, thanks for that! :-)  Don't have any problem with the functionality of the app but closing it is a pain! I'm using it on a HTC One M8 which doesn't have a physical ""home"" button and this app occupies all of the screen, so back or home options not available - always have to open another app from the top sliding bar so that I can go to ""recent apps"" to close it.",-0.02,"'app design : options' , 'app functionality : functionality of the app' , 'access the app : open the app'",10/05/2017,Google Play,1.6.1,4,"Edit-- didn't know about the slide up to reveal the navigation buttons, thanks for that! :-)  Don't have any problem with the functionality of the app but closing it is a pain! I'm using it on a HTC One M8 which doesn't have a physical ""home"" button and this app occupies all of the screen, so back or home options not available - always have to open another app from the top sliding bar so that I can go to ""recent apps"" to close it.",,1,,,-0.02
"After initial problems using the app, apparently due to high demand, all is now well. Great app and friendly support staff.",0.44,"'customer support : atom staff' , 'app quality : great app' , 'access the app : using this app'",09/03/2017,Google Play,1.5.2,4,"After initial problems using the app, apparently due to high demand, all is now well. Great app and friendly support staff.",,0,,,0.44
"So far so good, had prob opening account on phone but OK on tablet",0.24,'other',02/03/2017,Google Play,1.5.2,5,"So far so good, had prob opening account on phone but OK on tablet",,0,,,0.24
"Love this App. It is fresh and colourful and uses some of the latest technology to identify you. The maturity process is also straightforward with videos explaining the different options, if needed.",0.57,'app design : options',14/04/2019,Google Play,2.6.1,5,"Love this App. It is fresh and colourful and uses some of the latest technology to identify you. The maturity process is also straightforward with videos explaining the different options, if needed.",,3,,,0.57
App is not getting opened itself.,-0.77,'app issues : can't open app',23/07/2018,Google Play,2.2.4,1,App is not getting opened itself.,,0,,,-0.77
"Just installed it, Wednesday 22-Dec-16 16:10 UTC. Was planning to sign up and Invest in a fixed rate savings. However it took over 2 hours to download install. I have download speed of 13-14Mbps for everything else. Then it crashed after a few minutes while I was looking round and readings the Ts&Cs. Then it started over heating my Nexus 4 phone. I immediately uninstalled it. Phone cooled down straight away. Maybe I will retry next month.",-0.18,"'works well : quick' , 'interest rates : fixed rate' , 'interest rates : savings rates'",22/12/2016,Google Play,,2,"Just installed it, Wednesday 22-Dec-16 16:10 UTC. Was planning to sign up and Invest in a fixed rate savings. However it took over 2 hours to download install. I have download speed of 13-14Mbps for everything else. Then it crashed after a few minutes while I was looking round and readings the Ts&Cs. Then it started over heating my Nexus 4 phone. I immediately uninstalled it. Phone cooled down straight away. Maybe I will retry next month.",,0,,,-0.18
Please support Yolt,-0.45,'other',03/09/2018,Google Play,2.3,4,Please support Yolt,,0,,,-0.45
"The support chat stopped working half way through. The 2 fixed saver accounts are old fashioned. Clicking on Mortgage takes you to chat, which was now not working. Also agent replies don't notify you when app is in background. Not an auspicious start. C+ ""can do better""",-0.35,"'customer support : chat facility' , 'app functionality : stopped working'",19/12/2016,Google Play,1.3.3,2,"The support chat stopped working half way through. The 2 fixed saver accounts are old fashioned. Clicking on Mortgage takes you to chat, which was now not working. Also agent replies don't notify you when app is in background. Not an auspicious start. C+ ""can do better""",,2,,,-0.35
Very easy to use,0.72,'app functionality : easy to use',16/08/2019,Google Play,2.6.3,5,Very easy to use,,0,,,0.72
"Never seems to recognise my face, nor does it get rejected, just ignores it.  And it's very slow when checking my voice, and even when checking my  passcode.   And, the day after my deposit window has passed, it's still saying 'not long till your window closes' - pathetic. New version no better - all the supposedly pretty graphics and effects are trying to polish a turd.  Latest version in June 17 seems even slower.  Unbelievable.",-0.62,"'app functionality : slow' , 'updates and versions : latest version'",17/06/2017,Google Play,1.7.2,1,"Never seems to recognise my face, nor does it get rejected, just ignores it.  And it's very slow when checking my voice, and even when checking my  passcode.   And, the day after my deposit window has passed, it's still saying 'not long till your window closes' - pathetic. New version no better - all the supposedly pretty graphics and effects are trying to polish a turd.  Latest version in June 17 seems even slower.  Unbelievable.",,5,,,-0.62
"Easy, fast to register and open account. No problems so far.",0.67,"'account admin : opening an account' , 'app functionality : easy to use' , 'works well : quick'",20/08/2017,Google Play,1.8,5,"Easy, fast to register and open account. No problems so far.",,0,,,0.67
Very glitchy. Tried lots of re-installs but always freezes or wont open. Looking elsewhere now. Nice interface when it did work but no confidence in this app. Bye.....,-0.29,'app functionality : ui',08/11/2017,Google Play,1.8.1,1,Very glitchy. Tried lots of re-installs but always freezes or wont open. Looking elsewhere now. Nice interface when it did work but no confidence in this app. Bye.....,,0,,,-0.29
Keeps error-ing. Very annoying. Hope they test the next version a lot better.,-0.53,'app quality : annoying',08/09/2016,Google Play,1.2,1,Keeps error-ing. Very annoying. Hope they test the next version a lot better.,,4,,,-0.53
"Two attempts at signing up and both have failed for different reasons.  First: when I clicked on the icon to stat Atom, I got the spinning logo and eventually an ""oops something went wrong"" message. Had to go into the application manager to stop the app.  Second: got all the way up to and including doing the voice recording. Did the 3 recordings clicked continue and after a while got the standard Android message that Atom had stopped working.",-0.3,"'app functionality : app crashes' , 'app functionality : stopped working'",01/03/2017,Google Play,1.5.2,1,"Two attempts at signing up and both have failed for different reasons.  First: when I clicked on the icon to stat Atom, I got the spinning logo and eventually an ""oops something went wrong"" message. Had to go into the application manager to stop the app.  Second: got all the way up to and including doing the voice recording. Did the 3 recordings clicked continue and after a while got the standard Android message that Atom had stopped working.",,9,,,-0.3
All good and works for me.,0,'nothing',08/09/2017,Google Play,1.8.1,5,All good and works for me.,,1,,,0
"Far easier to set that most, entirely painless. Quick to navigate and easy to use. Only a couple of options for accounts at the moment. Presume more will come later?",0.28,"'app design : options' , 'app functionality : easy to use' , 'works well : quick'",10/09/2016,Google Play,1.2.2,5,"Far easier to set that most, entirely painless. Quick to navigate and easy to use. Only a couple of options for accounts at the moment. Presume more will come later?",,3,,,0.28
"Tried to register numerous times. always came back something not quite 
right check my details. won't be wasting mt time again.",-0.36,"'authentication : problems logging in' , 'app quality : waste of time'",10/06/2018,Google Play,,1,"Tried to register numerous times. always came back something not quite 
right check my details. won't be wasting mt time again.",,0,,,-0.36
Wanted to invest money but won't let me with no reasoning and app is jerky and awful,-0.71,'other',10/11/2016,Google Play,1.2.4,1,Wanted to invest money but won't let me with no reasoning and app is jerky and awful,,0,,,-0.71
"It's 2019 and this must be the only bank that doesn't let you sign in with your fingerprint. For some reason they think ""face id"" using a regular camera is more secure.",-0.19,"'authentication : face recognition' , 'authentication : touch id' , 'authentication : logging in' , 'app functionality : secure'",10/07/2019,Google Play,,2,"It's 2019 and this must be the only bank that doesn't let you sign in with your fingerprint. For some reason they think ""face id"" using a regular camera is more secure.",,0,,,-0.19
"I love the whole idea but am not in love, as yet anyway, with the app. The biometrics are currently poor as I have had 3 or 4 times, on each occasion I have used now, both face and voice to enter the system. Will keep an open mind :)",0.07,'authentication : biometrics',17/11/2016,Google Play,1.3.1,3,"I love the whole idea but am not in love, as yet anyway, with the app. The biometrics are currently poor as I have had 3 or 4 times, on each occasion I have used now, both face and voice to enter the system. Will keep an open mind :)",,2,,,0.07
"The app looks pretty awesome, smooth initial interface and fun animations - easy to create a login. Team are quick to respond and helpful too! HOWEVER the process of opening an account is SO long winded! You'll be spending umpteen minutes trying to create a savers account only to be logged out while the details you submit is processing. Also, it isn't always so simple to just click 'log-in' when Jon's message pops up. Good luck with that! And THEN, when you DO get in, you'll either face some mysterious internet connection failiure or your details somehow aren't correct. If you're lucky enough, you'll be able to open the account - unless you get a message which rejects you based on your credit bureau or incorrect details... In short, be prepared to spend a lot of time and effort to get anywhere!!! I sure did and got nowhere LOL",-0.05,"'authentication : problems logging in' , 'account admin : opening an account' , 'account admin : saver account' , 'app functionality : ui' , 'works well : quick' , 'customer support : help' , 'authentication : logging in'",23/06/2018,Google Play,2.2.4,3,"The app looks pretty awesome, smooth initial interface and fun animations - easy to create a login. Team are quick to respond and helpful too! HOWEVER the process of opening an account is SO long winded! You'll be spending umpteen minutes trying to create a savers account only to be logged out while the details you submit is processing. Also, it isn't always so simple to just click 'log-in' when Jon's message pops up. Good luck with that! And THEN, when you DO get in, you'll either face some mysterious internet connection failiure or your details somehow aren't correct. If you're lucky enough, you'll be able to open the account - unless you get a message which rejects you based on your credit bureau or incorrect details... In short, be prepared to spend a lot of time and effort to get anywhere!!! I sure did and got nowhere LOL",,3,,,-0.05
"Downloaded latest version from play atore. When you try to open it , it says it's not the latest version!",-0.4,'updates and versions : latest version',21/06/2017,Google Play,1.7.2,1,"Downloaded latest version from play atore. When you try to open it , it says it's not the latest version!",,1,,,-0.4
App crashes every time I open it. Worked perfectly until now,-0.36,"'app functionality : app crashes' , 'works well : worked perfectly'",22/12/2018,Google Play,2.4.1,2,App crashes every time I open it. Worked perfectly until now,,0,,,-0.36
"Fairly straightforward to set-up & I like the voice / face recognition.   Unfortunately I found that it's not possible to easily transfer app & access account from new device though but Becky @ customer service immediatly responded to my cry for help & reset my account so that I could set it up again on my new phone - so at least that great support , especially late on Saturday night.  Also I can log out but I can't close the app - I have to force close it via ""Settings"" or by means of a memory app killer.  Surely easy to add an ""Exit / Close button.",0.05,"'app functionality : app set up' , 'authentication : face recognition' , 'customer support : customer service' , 'customer support : help' , 'app issues : problems accessing account' , 'app functionality : settings'",13/11/2016,Google Play,1.2.4,3,"Fairly straightforward to set-up & I like the voice / face recognition.   Unfortunately I found that it's not possible to easily transfer app & access account from new device though but Becky @ customer service immediatly responded to my cry for help & reset my account so that I could set it up again on my new phone - so at least that great support , especially late on Saturday night.  Also I can log out but I can't close the app - I have to force close it via ""Settings"" or by means of a memory app killer.  Surely easy to add an ""Exit / Close button.",,0,,,0.05
Do not waste your time with this appalling app. Continually times out or says you have lost your internet connection. Use a proper bank.,-0.51,"'app quality : terrible app' , 'app quality : waste of time'",11/11/2017,Google Play,1.8.1,1,Do not waste your time with this appalling app. Continually times out or says you have lost your internet connection. Use a proper bank.,,0,,,-0.51
"I downloaded this app to my phone with a view to opening an account.    My first impression was that it was too 'busy' - too many colours and shapes and small, not very clear, text.  There is just too much going on.  It also took me a while to figure out  how to exit the app.  Eventually I realised I had to swipe up to get to my phone's navigation.   This has put me off actually opening an account.  My phone doesn't have a particularly big screen and I think I would struggle to read instructions, prompts etc.  I think the designers have tried to make it too flashy to appeal to a younger demographic.  Personally I prefer plain, simple, that doesn't take up too much memory.  I realise it might be different if I actually opened an account but I don't know if I want to take that chance.  One other thing.  I received a text message with a link to download the app.  The text message was from a North American phone number. I am assured the bank is UK owned but it's all a bit worrying.",-0.24,"'account admin : opening an account' , 'install : downloaded the app' , 'access the app : app on my phone'",26/06/2017,Google Play,1.7.2,2,"I downloaded this app to my phone with a view to opening an account.    My first impression was that it was too 'busy' - too many colours and shapes and small, not very clear, text.  There is just too much going on.  It also took me a while to figure out  how to exit the app.  Eventually I realised I had to swipe up to get to my phone's navigation.   This has put me off actually opening an account.  My phone doesn't have a particularly big screen and I think I would struggle to read instructions, prompts etc.  I think the designers have tried to make it too flashy to appeal to a younger demographic.  Personally I prefer plain, simple, that doesn't take up too much memory.  I realise it might be different if I actually opened an account but I don't know if I want to take that chance.  One other thing.  I received a text message with a link to download the app.  The text message was from a North American phone number. I am assured the bank is UK owned but it's all a bit worrying.",,2,,,-0.24
"Okay so the UI is daft. I'm sure a lot of effort went into making it pretty and fun, but it's possible for an app to have a personality without dancing bubbles and strange scroll animations. There's a reason Apple and Android have style guidelines. As it stands I can't use this app without getting annoyed with the anti-patterns.",-0.12,'app functionality : ui',15/09/2016,Google Play,1.2.2,1,"Okay so the UI is daft. I'm sure a lot of effort went into making it pretty and fun, but it's possible for an app to have a personality without dancing bubbles and strange scroll animations. There's a reason Apple and Android have style guidelines. As it stands I can't use this app without getting annoyed with the anti-patterns.",,4,,,-0.12
Ideal for depositing from internet banking,0.02,'banking services : internet bank',13/08/2018,Google Play,2.3,5,Ideal for depositing from internet banking,,0,,,0.02
Downloaded the app signed in ok when I tried to open a account it would not recognise,-0.45,'install : downloaded the app',24/02/2017,Google Play,,2,Downloaded the app signed in ok when I tried to open a account it would not recognise,,0,,,-0.45
"I like the concept, cool design, but should spend more resources in making it work instead. After creating an account it was impossible to select a product and complete the security process to get verified, tried 3 times and couldn't get past the address, which is correct. No good to get a can't go on message without giving a reason.",-0.45,'other',15/03/2017,Google Play,1.5.2,3,"I like the concept, cool design, but should spend more resources in making it work instead. After creating an account it was impossible to select a product and complete the security process to get verified, tried 3 times and couldn't get past the address, which is correct. No good to get a can't go on message without giving a reason.",,0,,,-0.45
"Working fine for me. Refreshingly different UI. Have latest S7; not sure if it needs a high-performance device to run smoothly? Also have not tried the biometrics, sticking to pass code.",-0.15,'app functionality : ui',23/11/2016,Google Play,1.3.1,4,"Working fine for me. Refreshingly different UI. Have latest S7; not sure if it needs a high-performance device to run smoothly? Also have not tried the biometrics, sticking to pass code.",,1,,,-0.15
"Works well on my Huawei P10, easy set up and transfer of funds all completed in around 30 mins",0.55,"'app functionality : app set up' , 'app functionality : easy to set up'",29/11/2017,Google Play,1.9,5,"Works well on my Huawei P10, easy set up and transfer of funds all completed in around 30 mins",,0,,,0.55
enjoyable banking. novel. different. a breathe of fresh air to lists.,0.13,'other',20/02/2019,Google Play,2.6,5,enjoyable banking. novel. different. a breathe of fresh air to lists.,,1,,,0.13
The app is reasonably clear and straightforward to use. The account offers a good range of savings products with competitive rates. Government protection is automatically provided on deposits up to £85K.,0.21,"'app design : options' , 'app functionality : easy to use'",20/06/2019,Google Play,2.6.1,5,The app is reasonably clear and straightforward to use. The account offers a good range of savings products with competitive rates. Government protection is automatically provided on deposits up to £85K.,,1,,,0.21
"If you can't be trusted to even build an app capable of letting customers join, why would anyone trust you to manage their hard-earned?    It's obvious 99% of the start-up cash went on ponytailed  marketing tossers who have commissioned a truly dazzling array of 'cool' animated piffle and hipster yoof copy.   And registration doubtless works fine on the iPhones and iPads 100% percent of them own.   They don't do what stuffy, boring old establishment banks do - test it on devices real customers use. Krasshh!",-0.14,'works well : works fine',24/10/2016,Google Play,1.2.4,1,"If you can't be trusted to even build an app capable of letting customers join, why would anyone trust you to manage their hard-earned?    It's obvious 99% of the start-up cash went on ponytailed  marketing tossers who have commissioned a truly dazzling array of 'cool' animated piffle and hipster yoof copy.   And registration doubtless works fine on the iPhones and iPads 100% percent of them own.   They don't do what stuffy, boring old establishment banks do - test it on devices real customers use. Krasshh!",,4,,,-0.14
Awful. Got stuck in final stages of registration. Will be putting my money elsewhere.,-0.6,'other',27/03/2018,Google Play,1.8.1,1,Awful. Got stuck in final stages of registration. Will be putting my money elsewhere.,,0,,,-0.6
"Quite frankly in glad my products have matured and I can leave this 'bank's, app, and experience behind me. except that I can't because you hold all my personal data for 7 years . But I hated dealing with your app. It never recognised my voice , it never recognised my code number !!! and it was a gamble as to whether it recognised my face?! And your help??....be in the same room and lighting as when you first took it!! really?! how on earth are you meant to remember and re create that? Joke!!!!",-0.13,'customer support : help',10/03/2019,Google Play,2.2.4,1,"Quite frankly in glad my products have matured and I can leave this 'bank's, app, and experience behind me. except that I can't because you hold all my personal data for 7 years . But I hated dealing with your app. It never recognised my voice , it never recognised my code number !!! and it was a gamble as to whether it recognised my face?! And your help??....be in the same room and lighting as when you first took it!! really?! how on earth are you meant to remember and re create that? Joke!!!!",,3,,,-0.13
